Track ID,Track Name,Song Popularity,Album,Song Release Date,Duration (ms),Artists,Explicit,Song Rank,Artist ID,Genres,Followers,Popularity,Lyrics,Total Artists On Song,Lyrics Word Count,Sentiment (VADER),Genre_,Genre_afro r&b,Genre_afrobeats,Genre_afrofuturism,Genre_afropop,Genre_alabama indie,Genre_album rock,Genre_alt z,Genre_alte,Genre_alternative hip hop,Genre_alternative r&b,Genre_alternative rock,Genre_amapiano,Genre_ambient folk,Genre_anime,Genre_art pop,Genre_asheville indie,Genre_atl hip hop,Genre_azonto,Genre_bedroom pop,Genre_blues rock,Genre_british folk,Genre_bubblegrunge,Genre_bubblegum bass,Genre_canadian hip hop,Genre_canadian pop,Genre_candy pop,Genre_chamber pop,Genre_classic oklahoma country,Genre_classic rock,Genre_classic texas country,Genre_colombian pop,Genre_conscious hip hop,Genre_contemporary country,Genre_corrido,Genre_country,Genre_country dawn,Genre_country road,Genre_countrygaze,Genre_crank wave,Genre_dance pop,Genre_deconstructed club,Genre_deep new americana,Genre_desi hip hop,Genre_dfw rap,Genre_digital hardcore,Genre_electric blues,Genre_electronica,Genre_escape room,Genre_experimental hip hop,Genre_experimental pop,Genre_freak folk,Genre_garage rock,Genre_gen z singer-songwriter,Genre_glitch,Genre_glitch hop,Genre_hard rock,Genre_heartland rock,Genre_hip hop,Genre_houston rap,Genre_hyperpop,Genre_indian underground rap,Genre_indie pop,Genre_indie rock,Genre_indietronica,Genre_instrumental hip hop,Genre_intelligent dance music,Genre_irish hip hop,Genre_irish indie rock,Genre_irish post-punk,Genre_irish singer-songwriter,Genre_jam band,Genre_jazztronica,Genre_jersey club,Genre_k-pop,Genre_k-pop boy group,Genre_k-pop girl group,Genre_la pop,Genre_latin pop,Genre_malayalam hip hop,Genre_melodic rap,Genre_metropopolis,Genre_modern alternative pop,Genre_modern blues rock,Genre_modern country pop,Genre_modern indie pop,Genre_modern rock,Genre_musica mexicana,Genre_nigerian hip hop,Genre_nigerian pop,Genre_no wave,Genre_noise rock,Genre_pop,Genre_pop rap,Genre_pov: indie,Genre_power pop,Genre_proto-hyperpop,Genre_psychedelic hip hop,Genre_punk blues,Genre_r&b,Genre_rap,Genre_red dirt,Genre_reggaeton,Genre_reggaeton chileno,Genre_reggaeton colombiano,Genre_rock,Genre_roots americana,Genre_sacramento indie,Genre_sad sierreno,Genre_sierreno,Genre_singer-songwriter pop,Genre_slacker rock,Genre_small room,Genre_social media pop,Genre_southern hip hop,Genre_southern rock,Genre_tape club,Genre_transpop,Genre_trap,Genre_trap latino,Genre_trap queen,Genre_twee pop,Genre_uk alternative pop,Genre_uk contemporary r&b,Genre_uk pop,Genre_urbano latino,Genre_viral rap,Genre_west coast rap,Genre_wonky
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",93.0,"Good Luck, Babe!",2024-04-05,218423.0,Chappell Roan,False,1,7GlBOeep6PqTfFi59PTUUN,indie pop,4252813,88," It's fine, it's cool You can say that we are nothing, but you know the truth And guess I'm the fool With her arms out like an angel through the car sunroof  I don't wanna call it off But you don't wanna call it love You only wanna be the one that I call ""baby""  You can kiss a hundred boys in bars Shoot another shot, try to stop the feeling You can say it's just the way you are Make a new excuse, 'nother stupid reason Good luck, babe (Well, good luck) Well, good luck, babe (Well, good luck) You'd have to stop the world just to stop the feeling Good luck, babe (Well, good luck) Well, good luck, babe (Well, good luck) You'd have to stop the world just to stop the feeling  I'm cliché, who cares? It's a sexually explicit kind of love affair And I cry, it's not fair I just need a little lovin', I just need a little air",1.0,165,"{'neg': 0.121, 'neu': 0.454, 'pos': 0.426, 'compound': 0.9977}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,88.0,Not Like Us,2024-05-04,274192.0,Kendrick Lamar,True,2,2YZyLoL8N0Wb9xBt1NhZWg,"conscious hip hop, hip hop, rap, west coast rap",35199421,97," Psst, I see dead people ( Mustard on the beat, ho )  Ayy, Mustard on the beat, ho Deebo any rap nigga, he a free throw Man down, call an amberlamps, tell him, ""Breathe, bro"" Nail a nigga to the cross, he walk around like Teezo What's up with these jabroni-ass niggas tryna see Compton? The industry can hate me, fuck 'em all and they mama How many opps you really got? I mean, it's too many options I'm finna pass on this body, I'm John Stockton Beat your ass and hide the Bible if God watchin' Sometimes you gotta pop out and show niggas Certified boogeyman, I'm the one that up the score with 'em Walk him down, whole time, I know he got some ho in him Pole on him, extort shit, bully Death Row on him Say, Drake, I hear you like 'em young You better not ever go to cell block one To any bitch that talk to him and they in love Just make sure you hide your lil' sister from him They tell me Chubbs the only one that get your hand-me-downs And Party at the party playin' with his nose now And Baka got a weird case, why is he around? Certified Lover Boy? Certified pedophiles Wop, wop, wop, wop, wop, Dot, fuck 'em up Wop, wop, wop, wop, wop, I'ma do my stuff Why you trollin' like a bitch? Ain't you tired? Tryna strike a chord and it's probably A minor",1.0,249,"{'neg': 0.17, 'neu': 0.719, 'pos': 0.111, 'compound': -0.9593}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),86.0,A Bar Song (Tipsy),2024-04-12,171291.0,Shaboozey,True,3,3y2cIKLjiOlp1Np37WiUdH,"modern country pop, pop rap",863160,81," My baby want a Birkin, she's been tellin' me all night long Gasoline and groceries, the list goes on and on This  nine-to-five ain't workin ', why the hell do I work so hard? I can't worry 'bout my problems, I can't take 'em when I'm gone, uh  One, here comes the two to the three to the four Tell 'em ""Bring another round,"" we need plenty more Two-steppin' on the table, she don't need a dance floor Oh my, good Lord  Someone pour me up a double shot of whiskey They know me and Jack Daniеl's got a history There's a party downtown near 5th Street Evеrybody at the bar gettin' tipsy Post- Everybody at the bar gettin' tipsy Everybody at the bar gettin' tipsy  I've been Boozey since I left I ain't changin' for a check Tell my ma I ain't forget (Oh, Lord), I Woke up drunk at 10 a.m.​ We gon' do this shit again Tell your girl to bring a friend, oh, Lord",1.0,168,"{'neg': 0.085, 'neu': 0.84, 'pos': 0.076, 'compound': -0.5639}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HRqTpkrJO5ggZyyK6NPWz,Espresso,88.0,Short n' Sweet,2024-08-23,175459.0,Sabrina Carpenter,True,4,74KM79TiuVKeVCqs8QtB0B,pop,16270682,94," Now he's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me espresso  I can't relate to desperation My give-a-fucks are on vacation And I got this one boy and he won't stop calling When they act this way, I know I got 'em  (Mm) Too bad your ex don't do it for ya (Mm) Walked in and dream-came-trued it for ya (Mm) Soft skin and I perfumed it for ya (Yes) I know I Mountain Dew it for ya (Yes) That morning coffee, brewed it for ya (Yes) One touch and I brand-newed it for ya (Ooh)  And now he's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me espresso",1.0,184,"{'neg': 0.017, 'neu': 0.864, 'pos': 0.118, 'compound': 0.954}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,96.0,HIT ME HARD AND SOFT,2024-05-17,210373.0,Billie Eilish,False,5,6qqNVTkY8uBg9cP3Jd7DAH,"art pop, pop",103752739,96,"  I want you to stay 'Til I'm in the grave 'Til I rot away, dead and buried 'Til I'm in the casket you carry If you go, I'm goin' too, uh 'Cause it was always you (Alright) And if I'm turnin' blue, please don't save me Nothin' left to lose without my baby Refrain Birds of a feather, we should stick together ,  I know I said I'd never think I wasn't better alone Can't change the weather, might not be forever But if it's forever, it's even better  And I don't know what I'm cryin' for I don't think I could love you more It might not be long, but baby, I  I'll love you 'til the day that I die 'Til the day that I die 'Til the light leaves my eyes 'Til the day that I die",1.0,140,"{'neg': 0.15, 'neu': 0.727, 'pos': 0.123, 'compound': -0.6953}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76JKIsdKrAfWUMjaA0u7v5,Too Sweet,78.0,Unreal Unearth: Unaired,2024-08-19,251424.0,Hozier,False,6,2FXC3k01G6Gw61bmprjgqS,"irish singer-songwriter, modern rock, pop, pov: indie",8172167,86," It can't be said I'm an early bird It's 10 o'clock before I say a word Baby, I can never tell How do you sleep so well? You keep tellin' me to live right To go to bed before the daylight But then you wake up for the sunrise You know you don't gotta pretend Baby, now and then  Don't you just wanna wake up, dark as a lake Smellin' like a bonfire, lost in a haze? If you're drunk on life, babe, I think it's great But while in this world  I think I'll take my whiskey neat My coffee black   and my bed at 3 You're too sweet for me You're too sweet for me I take my whiskеy neat My coffee black and my bed at 3 You're too sweet for mе You're too sweet for me",1.0,140,"{'neg': 0.035, 'neu': 0.75, 'pos': 0.214, 'compound': 0.9855}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6NjWCIYu1W8xa3HIvcIhd4,Nasty,73.0,Nasty,2024-04-12,176027.0,Tinashe,False,7,0NIIxcxNHmOoyBx03SfTCD,"alternative r&b, dance pop, metropopolis, pop, r&b",2894523,73," 'Cause it feels like Heaven when it hurts so bad Baby, put it on me, I like it just like that, just like that  I've been a nasty girl, nasty I've been a nasty girl, nasty I've been a nasty girl, nasty I've been a nasty, nasty, nasty  Is somebody gonna match my freak? Is somebody gonna match my freak? Is somebody gonna match my nasty? I got stamina, they say I'm an athlete Is somebody gonna match my freak? (Match my freak) Need somebody with a good technique (Good technique) Is somebody gonna match my nasty? Pillow talking got my throat raspy  If you keep up with me, I'll keep on comin' back If you do it too good, I'm gonna get attached 'Cause it feels like Heaven when it hurts so bad Baby, put it on me, I like it just like that, just like that  I'vе been a nasty girl, nasty I've been a nasty girl, nasty (Just like that) I've been a nasty girl, nasty I'vе been a nasty, nasty, nasty (I like it just like that) I've been a nasty girl, nasty I've been a nasty girl, nasty (Just like that) I've been a nasty girl, nasty I've been a nasty, nasty, nasty  Big time, pull up, make a scene Party's lame, no vibe, we can leave Shotgun, my thighs on the seat I ain't got nothin' underneath (Ooh) Looks like you're 'bout to spend the night (Match my, match my freak) Looks like I'm 'bout to change your life (Match my, match my freak) Wife type, he's staying for a week So I might just let him pay the lease  If you keep up with me, I'll keep on comin' back (Oh-woah-woah) If you do it too good, I'm gonna get attached (Oh-woah-woah) 'Cause it feels like Heaven when it hurts so bad Baby, put it on me, I like it just like that (Like it), just like that  I've been a nasty girl, nasty I've been a nasty girl, nasty (Just like that) I've been a nasty girl, nasty I've been a nasty, nasty, nasty (I like it just like that) I've been a nasty girl, nasty I've been a nasty girl, nasty (Just like that) I've been a nasty girl, nasty (Oh) I've been a nasty, nasty, nasty  If you keep up with me, I'll keep on comin' back If you do it too good, I'm gonna get attached 'Cause it feels like Heaven when it hurts so bad Baby, put it on me, I like it just like that (Like it just like that), just like that Outro (Oh, ah, oh, ah) Nasty, nasty, nasty (Oh, ah, oh, ah) Nasty, nasty, nasty (Oh, ah, oh, ah) Nasty, nasty, nasty (Oh, ah, oh, ah) Nasty, nasty, nasty",1.0,465,"{'neg': 0.373, 'neu': 0.485, 'pos': 0.142, 'compound': -0.9995}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,84.0,Pink Skies,2024-05-24,194920.0,Zach Bryan,False,8,40ZNYROS4zLfyyBSs2PGe2,classic oklahoma country,5689301,90," The kids are in town for a funeral So pack the car and dry your eyes I know they got plenty of young blood left in 'em And plenty nights under pink skies you taught 'em to enjoy  So clean the house, clear the drawers, mop the floors, stand tall Like no one's ever been here before or at all And don't you mention all the inches that are scraped on the doorframe We all know you tiptoed up to 4'1"" back in '08  If you could see 'em now, you'd be proud But you'd think they's yuppiеs Your funeral was beautiful I bet God hеard you comin' Verse 3 The kids are in town for a funeral And the grass all smells the same as the day you broke your arm swingin' On that kid out on the river You bailed him out, never said a thing about Jesus or the way he's livin'  If you could see 'em now, you'd be proud But you'd think they's yuppies Your funeral was beautiful I bet God heard you comin'",1.0,179,"{'neg': 0.08, 'neu': 0.781, 'pos': 0.139, 'compound': 0.9041}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7srqyRb5plksW5k65itXDB,"Girl, so confusing featuring lorde",69.0,Brat and it’s completely different but also still brat,2024-10-11,205938.0,Charli xcx,False,9,25uiPmTg16RbhZWAqwLBy5,"art pop, candy pop, metropopolis, pop, uk pop",4579259,87," Girl, it's so confusing sometimes to be a girl Girl, girl, girl, girl Girl, it's so confusing sometimes to be a girl Girl, girl, girl, girl Girl, how do you feel being a girl? Girl, girl, girl How do you feel being a girl? Girl, girl, girl Man, I don't know, I'm just a girl Girl, girl, girl, girl  Yeah, I don't know if you like me Sometimes I think you might hate me Sometimes I think I might hate you Maybe you just wanna be me You always say, ""Let's go out"" So we go eat at a restaurant Sometimes it feels a bit awkward 'Cause we don't have much in common  People say we're alike They say we've got the same hair We talk about making music But I don't know if it's honest Can't tell if you wanna see me Falling over and failing And you can't tell what you're feeling I think I know how you feel",2.0,161,"{'neg': 0.092, 'neu': 0.853, 'pos': 0.054, 'compound': -0.686}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17Zzi8qsn8mdm0t0JTGeQo,Right Back to It,58.0,Tigers Blood,2024-03-22,273026.0,Waxahatchee,False,10,5IWCU0V9evBlW4gIeGY4zF,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock",236526,57, Katie Crutchfield Photograph of us In a spotlight On a hot night I was drifting in and out Reticent on the off chance I'm blunter than a bullseye Begging for peace of mind  Katie Crutchfield I get ahead of myself Bracing for a bombshell  Katie Crutchfield Your love written on a blank check Wear it around your neck I was at a loss But you come to me on a fault line Deep inside a goldmine Hovering like a moth  Katie Crutchfield I lose a bit of myself Laying out eggshells  Katie Crutchfield & MJ Lenderman I've been yours for so long We come right back to it I let my mind run wild Don't know why I do it But you just settle in Like a song with no end If I can keep up We'll get right back to it Verse 3 Katie Crutchfield If I swerve in and out of my lane Burning up an old flame Turn a jealous eye I'll fall down into a fair game Lick a wound that was not Ever mine  Katie Crutchfield I get ahead of myself Refusing anyone's help  Katie Crutchfield & MJ Lenderman I've been yours for so long We come right back to it I let my mind run wild I don't know why I do it But you just settle in Like a song with no end If I can keep up We'll get right back to it Instrumental Break  Katie Crutchfield & MJ Lenderman I've been yours for so long We come right back to it I let my mind run wild Don't know why I do it But you just settle in Like a song with no end If I can keep up We'll get right back to it We'll get right back to it We'll get right back to it,2.0,306,"{'neg': 0.073, 'neu': 0.851, 'pos': 0.076, 'compound': 0.0387}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
